id,slug,name,description,upgradedName,upgradedDescription,character,pool,type,cost,rarity,image,portraitUrl,sourceUrl,sortCost,source,source_url,fetched_at_utc
125-darkness,darkness,Darkness,Channel 1 Dark. Trigger the passive ability of all Dark Orbs.,Darkness+,Channel 1 Dark. Trigger the passive ability of all Dark twice.,Defect,Defect,Skill,1,Uncommon,/media/cards-webp/darkness.webp,/media/card-portraits/defect/darkness.webp,https://sts2.untapped.gg/en/cards/darkness,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
126-dash,dash,Dash,Gain 10 Block. Deal 10 damage.,Dash+,Gain 13 Block. Deal 13 damage.,Silent,Silent,Attack,2,Uncommon,/media/cards-webp/dash.webp,/media/card-portraits/silent/dash.webp,https://sts2.untapped.gg/en/cards/dash,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
127-dazed,dazed,Dazed,Unplayable. Ethereal.,,,Colorless,Status,Status,N/A,Status,/media/cards-webp/dazed.webp,/media/card-portraits/status/dazed.webp,https://sts2.untapped.gg/en/cards/dazed,999,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
128-deadly-poison,deadly_poison,Deadly Poison,Apply 5 Poison.,Deadly Poison+,Apply 7 Poison.,Silent,Silent,Skill,1,Common,/media/cards-webp/deadly_poison.webp,/media/card-portraits/silent/deadly_poison.webp,https://sts2.untapped.gg/en/cards/deadly_poison,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
129-death-march,death_march,Death March,Deal 8 damage. Deals 3 additional damage for each card drawn during your turn.,Death March+,Deal 9 damage. Deals 4 additional damage for each card drawn during your turn.,Necrobinder,Necrobinder,Attack,1,Uncommon,/media/cards-webp/death_march.webp,/media/card-portraits/necrobinder/death_march.webp,https://sts2.untapped.gg/en/cards/death_march,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
131-death-s-door,deaths_door,Death's Door,"Gain 6 Block. If you applied Doom this turn, gain Block 2 additional times.",Death's Door+,"Gain 7 Block. If you applied Doom this turn, gain Block 2 additional times.",Necrobinder,Necrobinder,Skill,1,Uncommon,/media/cards-webp/deaths_door.webp,/media/card-portraits/necrobinder/deaths_door.webp,https://sts2.untapped.gg/en/cards/deaths_door,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
130-deathbringer,deathbringer,Deathbringer,Apply 21 Doom and 1 Weak to ALL enemies.,Deathbringer+,Apply 26 Doom and 1 Weak to ALL enemies.,Necrobinder,Necrobinder,Skill,2,Uncommon,/media/cards-webp/deathbringer.webp,/media/card-portraits/necrobinder/deathbringer.webp,https://sts2.untapped.gg/en/cards/deathbringer,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
132-debilitate,debilitate,Debilitate,Deal 7 damage. Vulnerable and Weak are twice as effective against the enemy for the next 3 turns.,Debilitate+,Deal 9 damage. Vulnerable and Weak are twice as effective against the enemy for the next 4 turns.,Necrobinder,Necrobinder,Attack,1,Uncommon,/media/cards-webp/debilitate.webp,/media/card-portraits/necrobinder/debilitate.webp,https://sts2.untapped.gg/en/cards/debilitate,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
133-debris,debris,Debris,Exhaust.,,,Colorless,Status,Status,1,Status,/media/cards-webp/debris.webp,/media/card-portraits/status/debris.webp,https://sts2.untapped.gg/en/cards/debris,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
134-debt,debt,Debt,"Unplayable. At the end of your turn, if this is in your Hand, lose 10 Gold.",,,Colorless,Curse,Curse,N/A,Curse,/media/cards-webp/debt.webp,/media/card-portraits/curse/debt.webp,https://sts2.untapped.gg/en/cards/debt,999,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
135-decay,decay,Decay,"Unplayable. At the end of your turn, if this is in your Hand, take 2 damage.",,,Colorless,Curse,Curse,N/A,Curse,/media/cards-webp/decay.webp,/media/card-portraits/curse/decay.webp,https://sts2.untapped.gg/en/cards/decay,999,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
136-decisions-decisions,decisions_decisions,"Decisions, Decisions",Draw 3 cards. Choose a Skill in your Hand and play it 3 times. Exhaust.,"Decisions, Decisions+",Draw 5 cards. Choose a Skill in your Hand and play it 3 times. Exhaust.,Regent,Regent,Skill,0,Rare,/media/cards-webp/decisions_decisions.webp,/media/card-portraits/regent/decisions_decisions.webp,https://sts2.untapped.gg/en/cards/decisions_decisions,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
137-defend,defend_defect,Defend,Gain 5 Block.,Defend+,Gain 8 Block.,Defect,Defect,Skill,1,Starter,/media/cards-webp/defend_defect.webp,/media/card-portraits/defect/defend_defect.webp,https://sts2.untapped.gg/en/cards/defend_defect,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
138-defend,defend_ironclad,Defend,Gain 5 Block.,Defend+,Gain 8 Block.,Ironclad,Ironclad,Skill,1,Starter,/media/cards-webp/defend_ironclad.webp,/media/card-portraits/ironclad/defend_ironclad.webp,https://sts2.untapped.gg/en/cards/defend_ironclad,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
139-defend,defend_necrobinder,Defend,Gain 5 Block.,Defend+,Gain 8 Block.,Necrobinder,Necrobinder,Skill,1,Starter,/media/cards-webp/defend_necrobinder.webp,/media/card-portraits/necrobinder/defend_necrobinder.webp,https://sts2.untapped.gg/en/cards/defend_necrobinder,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
140-defend,defend_regent,Defend,Gain 5 Block.,Defend+,Gain 8 Block.,Regent,Regent,Skill,1,Starter,/media/cards-webp/defend_regent.webp,/media/card-portraits/regent/defend_regent.webp,https://sts2.untapped.gg/en/cards/defend_regent,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
141-defend,defend_silent,Defend,Gain 5 Block.,Defend+,Gain 8 Block.,Silent,Silent,Skill,1,Starter,/media/cards-webp/defend_silent.webp,/media/card-portraits/silent/defend_silent.webp,https://sts2.untapped.gg/en/cards/defend_silent,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
142-defile,defile,Defile,Ethereal. Deal 13 damage.,Defile+,Ethereal. Deal 17 damage.,Necrobinder,Necrobinder,Attack,1,Common,/media/cards-webp/defile.webp,/media/card-portraits/necrobinder/defile.webp,https://sts2.untapped.gg/en/cards/defile,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
143-deflect,deflect,Deflect,Gain 4 Block.,Deflect+,Gain 7 Block.,Silent,Silent,Skill,0,Common,/media/cards-webp/deflect.webp,/media/card-portraits/silent/deflect.webp,https://sts2.untapped.gg/en/cards/deflect,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
144-defragment,defragment,Defragment,Gain 1 Focus.,Defragment+,Gain 2 Focus.,Defect,Defect,Power,1,Rare,/media/cards-webp/defragment.webp,/media/card-portraits/defect/defragment.webp,https://sts2.untapped.gg/en/cards/defragment,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
145-defy,defy,Defy,Ethereal. Gain 6 Block. Apply 1 Weak.,Defy+,Ethereal. Gain 7 Block. Apply 2 Weak.,Necrobinder,Necrobinder,Skill,1,Common,/media/cards-webp/defy.webp,/media/card-portraits/necrobinder/defy.webp,https://sts2.untapped.gg/en/cards/defy,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
146-delay,delay,Delay,"Gain 11 Block. Next turn, gain 1 Energy.",Delay+,"Gain 13 Block. Next turn, gain 2 Energy.",Necrobinder,Necrobinder,Skill,2,Uncommon,/media/cards-webp/delay.webp,/media/card-portraits/necrobinder/delay.webp,https://sts2.untapped.gg/en/cards/delay,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
147-demesne,demesne,Demesne,"Ethereal. At the start of your turn, gain 1 Energy and draw 1 additional card.",Demesne+,Cost changes from 3 to 2,Necrobinder,Necrobinder,Power,3,Rare,/media/cards-webp/demesne.webp,/media/card-portraits/necrobinder/demesne.webp,https://sts2.untapped.gg/en/cards/demesne,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
148-demon-form,demon_form,Demon Form,"At the start of your turn, gain 2 Strength.",Demon Form+,"At the start of your turn, gain 3 Strength.",Ironclad,Ironclad,Power,3,Rare,/media/cards-webp/demon_form.webp,/media/card-portraits/ironclad/demon_form.webp,https://sts2.untapped.gg/en/cards/demon_form,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
149-demonic-shield,demonic_shield,Demonic Shield,Lose 1 HP. Give another player Block equal to your Block. Exhaust.,Demonic Shield+,Lose 1 HP. Give another player Block equal to your Block.,Ironclad,Ironclad,Skill,0,Uncommon,/media/cards-webp/demonic_shield.webp,/media/card-portraits/ironclad/demonic_shield.webp,https://sts2.untapped.gg/en/cards/demonic_shield,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
150-devastate,devastate,Devastate,Deal 30 damage.,Devastate+,Deal 40 damage.,Regent,Regent,Attack,1,Uncommon,/media/cards-webp/devastate.webp,/media/card-portraits/regent/devastate.webp,https://sts2.untapped.gg/en/cards/devastate,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
151-devour-life,devour_life,Devour Life,"Whenever you play a Soul, Summon 1.",Devour Life+,"Whenever you play a Soul, Summon 2.",Necrobinder,Necrobinder,Power,1,Rare,/media/cards-webp/devour_life.webp,/media/card-portraits/necrobinder/devour_life.webp,https://sts2.untapped.gg/en/cards/devour_life,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
152-dirge,dirge,Dirge,Summon 3 X times. Add X Souls into your Draw Pile.,Dirge+,Summon 4 X times. Add X Souls+ into your Draw Pile.,Necrobinder,Necrobinder,Skill,X,Uncommon,/media/cards-webp/dirge.webp,/media/card-portraits/necrobinder/dirge.webp,https://sts2.untapped.gg/en/cards/dirge,99,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
153-discovery,discovery,Discovery,Choose 1 of 3 random cards to add into your Hand. It costs 0 Colorless Energy this turn. Exhaust.,Discovery+,Choose 1 of 3 random cards to add into your Hand. It costs 0 Colorless Energy this turn.,Colorless,Colorless,Skill,1,Uncommon,/media/cards-webp/discovery.webp,/media/card-portraits/colorless/discovery.webp,https://sts2.untapped.gg/en/cards/discovery,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
154-disintegration,disintegration,Disintegration,"At the end of your turn, take 6 damage.",,,Colorless,Colorless,Status,N/A,Status,/media/cards-webp/disintegration.webp,/media/card-portraits/token/disintegration.webp,https://sts2.untapped.gg/en/cards/disintegration,999,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
155-dismantle,dismantle,Dismantle,"Deal 8 damage. If the enemy is Vulnerable, hits twice.",Dismantle+,"Deal 10 damage. If the enemy is Vulnerable, hits twice.",Ironclad,Ironclad,Attack,1,Uncommon,/media/cards-webp/dismantle.webp,/media/card-portraits/ironclad/dismantle.webp,https://sts2.untapped.gg/en/cards/dismantle,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
156-dodge-and-roll,dodge_and_roll,Dodge and Roll,"Gain 4 Block. Next turn, gain 4 Block.",Dodge and Roll+,"Gain 6 Block. Next turn, gain 6 Block.",Silent,Silent,Skill,1,Common,/media/cards-webp/dodge_and_roll.webp,/media/card-portraits/silent/dodge_and_roll.webp,https://sts2.untapped.gg/en/cards/dodge_and_roll,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
157-dominate,dominate,Dominate,Gain 1 Strength for each Vulnerable on the enemy. Exhaust.,Dominate+,Gain 1 Strength for each Vulnerable on the enemy.,Ironclad,Ironclad,Skill,1,Uncommon,/media/cards-webp/dominate.webp,/media/card-portraits/ironclad/dominate.webp,https://sts2.untapped.gg/en/cards/dominate,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
158-double-energy,double_energy,Double Energy,Double your Energy. Exhaust.,Double Energy+,Cost changes from 1 to 0,Defect,Defect,Skill,1,Uncommon,/media/cards-webp/double_energy.webp,/media/card-portraits/defect/double_energy.webp,https://sts2.untapped.gg/en/cards/double_energy,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
159-doubt,doubt,Doubt,"Unplayable. At the end of your turn, if this is in your Hand, gain 1 Weak.",,,Colorless,Curse,Curse,N/A,Curse,/media/cards-webp/doubt.webp,/media/card-portraits/curse/doubt.webp,https://sts2.untapped.gg/en/cards/doubt,999,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
160-drain-power,drain_power,Drain Power,Deal 10 damage. Upgrade 2 random cards in your Discard Pile.,Drain Power+,Deal 12 damage. Upgrade 3 random cards in your Discard Pile.,Necrobinder,Necrobinder,Attack,1,Common,/media/cards-webp/drain_power.webp,/media/card-portraits/necrobinder/drain_power.webp,https://sts2.untapped.gg/en/cards/drain_power,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
161-dramatic-entrance,dramatic_entrance,Dramatic Entrance,Innate. Deal 11 damage to ALL enemies. Exhaust.,Dramatic Entrance+,Innate. Deal 15 damage to ALL enemies. Exhaust.,Colorless,Colorless,Attack,0,Uncommon,/media/cards-webp/dramatic_entrance.webp,/media/card-portraits/colorless/dramatic_entrance.webp,https://sts2.untapped.gg/en/cards/dramatic_entrance,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
162-dredge,dredge,Dredge,Put 3 cards from your Discard Pile into your Hand. Exhaust.,Dredge+,Retain. Put 3 cards from your Discard Pile into your Hand. Exhaust.,Necrobinder,Necrobinder,Skill,1,Uncommon,/media/cards-webp/dredge.webp,/media/card-portraits/necrobinder/dredge.webp,https://sts2.untapped.gg/en/cards/dredge,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
163-drum-of-battle,drum_of_battle,Drum of Battle,"Draw 2 cards. At the start of your turn, Exhaust the top card of your Draw Pile.",Drum of Battle+,"Draw 3 cards. At the start of your turn, Exhaust the top card of your Draw Pile.",Ironclad,Ironclad,Power,0,Uncommon,/media/cards-webp/drum_of_battle.webp,/media/card-portraits/ironclad/drum_of_battle.webp,https://sts2.untapped.gg/en/cards/drum_of_battle,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
164-dualcast,dualcast,Dualcast,Evoke your rightmost Orb twice.,Dualcast+,Cost changes from 1 to 0,Defect,Defect,Skill,1,Starter,/media/cards-webp/dualcast.webp,/media/card-portraits/defect/dualcast.webp,https://sts2.untapped.gg/en/cards/dualcast,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
165-dying-star,dying_star,Dying Star,Ethereal. Deal 9 damage to ALL enemies. ALL enemies lose 9 Strength this turn.,Dying Star+,Ethereal. Deal 11 damage to ALL enemies. ALL enemies lose 11 Strength this turn.,Regent,Regent,Attack,1,Rare,/media/cards-webp/dying_star.webp,/media/card-portraits/regent/dying_star.webp,https://sts2.untapped.gg/en/cards/dying_star,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
166-echo-form,echo_form,Echo Form,Ethereal. The first card you play each turn is played an extra time.,Echo Form+,The first card you play each turn is played an extra time.,Defect,Defect,Power,3,Rare,/media/cards-webp/echo_form.webp,/media/card-portraits/defect/echo_form.webp,https://sts2.untapped.gg/en/cards/echo_form,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
167-echoing-slash,echoing_slash,Echoing Slash,Deal 10 damage to ALL enemies. Repeat this effect for each enemy killed.,Echoing Slash+,Deal 13 damage to ALL enemies. Repeat this effect for each enemy killed.,Silent,Silent,Attack,1,Rare,/media/cards-webp/echoing_slash.webp,/media/card-portraits/silent/echoing_slash.webp,https://sts2.untapped.gg/en/cards/echoing_slash,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
168-eidolon,eidolon,Eidolon,"Exhaust your Hand. If 9 cards were Exhausted this way, gain 1 Intangible.",Eidolon+,Cost changes from 2 to 1,Necrobinder,Necrobinder,Skill,2,Rare,/media/cards-webp/eidolon.webp,/media/card-portraits/necrobinder/eidolon.webp,https://sts2.untapped.gg/en/cards/eidolon,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
169-end-of-days,end_of_days,End of Days,Apply 29 Doom to ALL enemies. Kill enemies with at least as much Doom as HP.,End of Days+,Apply 37 Doom to ALL enemies. Kill enemies with at least as much Doom as HP.,Necrobinder,Necrobinder,Skill,3,Rare,/media/cards-webp/end_of_days.webp,/media/card-portraits/necrobinder/end_of_days.webp,https://sts2.untapped.gg/en/cards/end_of_days,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
170-energy-surge,energy_surge,Energy Surge,ALL players gain 2 Energy. Exhaust.,Energy Surge+,ALL players gain 3 Energy. Exhaust.,Defect,Defect,Skill,1,Uncommon,/media/cards-webp/energy_surge.webp,/media/card-portraits/defect/energy_surge.webp,https://sts2.untapped.gg/en/cards/energy_surge,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
171-enfeebling-touch,enfeebling_touch,Enfeebling Touch,Ethereal. Enemy loses 8 Strength this turn.,Enfeebling Touch+,Ethereal. Enemy loses 11 Strength this turn.,Necrobinder,Necrobinder,Skill,1,Uncommon,/media/cards-webp/enfeebling_touch.webp,/media/card-portraits/necrobinder/enfeebling_touch.webp,https://sts2.untapped.gg/en/cards/enfeebling_touch,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
172-enlightenment,enlightenment,Enlightenment,Reduce the cost of ALL cards in your Hand to 1 this turn. Exhaust.,Enlightenment+,Reduce the cost of ALL cards in your Hand to 1 this combat. Exhaust.,Colorless,Event,Skill,0,Event,/media/cards-webp/enlightenment.webp,/media/card-portraits/event/enlightenment.webp,https://sts2.untapped.gg/en/cards/enlightenment,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
173-enthralled,enthralled,Enthralled,"If this is in your Hand, it must be played before other cards. Eternal.",,,Colorless,Curse,Curse,2,Curse,/media/cards-webp/enthralled.webp,/media/card-portraits/curse/enthralled.webp,https://sts2.untapped.gg/en/cards/enthralled,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
174-entropy,entropy,Entropy,"At the start of your turn, Transform 1 card in your Hand.",Entropy+,"Innate. At the start of your turn, Transform 1 card in your Hand.",Colorless,Colorless,Power,1,Rare,/media/cards-webp/entropy.webp,/media/card-portraits/colorless/entropy.webp,https://sts2.untapped.gg/en/cards/entropy,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
175-envenom,envenom,Envenom,"Whenever an Attack deals unblocked damage, apply 1 Poison.",Envenom+,"Whenever an Attack deals unblocked damage, apply 2 Poison.",Silent,Silent,Power,2,Rare,/media/cards-webp/envenom.webp,/media/card-portraits/silent/envenom.webp,https://sts2.untapped.gg/en/cards/envenom,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
176-equilibrium,equilibrium,Equilibrium,Gain 13 Block. Retain your Hand this turn.,Equilibrium+,Gain 16 Block. Retain your Hand this turn.,Colorless,Colorless,Skill,2,Uncommon,/media/cards-webp/equilibrium.webp,/media/card-portraits/colorless/equilibrium.webp,https://sts2.untapped.gg/en/cards/equilibrium,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
177-eradicate,eradicate,Eradicate,Retain. Deal 11 damage X times.,Eradicate+,Retain. Deal 14 damage X times.,Necrobinder,Necrobinder,Attack,X,Rare,/media/cards-webp/eradicate.webp,/media/card-portraits/necrobinder/eradicate.webp,https://sts2.untapped.gg/en/cards/eradicate,99,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
178-escape-plan,escape_plan,Escape Plan,"Draw 1 card. If you draw a Skill, gain 3 Block.",Escape Plan+,"Draw 1 card. If you draw a Skill, gain 5 Block.",Silent,Silent,Skill,0,Uncommon,/media/cards-webp/escape_plan.webp,/media/card-portraits/silent/escape_plan.webp,https://sts2.untapped.gg/en/cards/escape_plan,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
179-eternal-armor,eternal_armor,Eternal Armor,Gain 7 Plating.,Eternal Armor+,Gain 9 Plating.,Colorless,Colorless,Power,3,Rare,/media/cards-webp/eternal_armor.webp,/media/card-portraits/colorless/eternal_armor.webp,https://sts2.untapped.gg/en/cards/eternal_armor,3,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
180-evil-eye,evil_eye,Evil Eye,Gain 8 Block. Gain another 8 Block if you have Exhausted a card this turn.,Evil Eye+,Gain 11 Block. Gain another 11 Block if you have Exhausted a card this turn.,Ironclad,Ironclad,Skill,1,Uncommon,/media/cards-webp/evil_eye.webp,/media/card-portraits/ironclad/evil_eye.webp,https://sts2.untapped.gg/en/cards/evil_eye,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
181-expect-a-fight,expect_a_fight,Expect a Fight,Gain 1 Energy for each Attack in your Hand.,Expect a Fight+,Cost changes from 2 to 1,Ironclad,Ironclad,Skill,2,Uncommon,/media/cards-webp/expect_a_fight.webp,/media/card-portraits/ironclad/expect_a_fight.webp,https://sts2.untapped.gg/en/cards/expect_a_fight,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
182-expertise,expertise,Expertise,Draw cards until you have 6 in your Hand.,Expertise+,Draw cards until you have 7 in your Hand.,Silent,Silent,Skill,1,Uncommon,/media/cards-webp/expertise.webp,/media/card-portraits/silent/expertise.webp,https://sts2.untapped.gg/en/cards/expertise,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
183-expose,expose,Expose,Remove all Artifact and Block from the enemy. Apply 2 Vulnerable. Exhaust.,Expose+,Remove all Artifact and Block from the enemy. Apply 3 Vulnerable. Exhaust.,Silent,Silent,Skill,0,Uncommon,/media/cards-webp/expose.webp,/media/card-portraits/silent/expose.webp,https://sts2.untapped.gg/en/cards/expose,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
184-exterminate,exterminate,Exterminate,Deal 3 damage 4 times to ALL enemies.,Exterminate+,Deal 4 damage 4 times to ALL enemies.,Colorless,Event,Attack,1,Event,/media/cards-webp/exterminate.webp,/media/card-portraits/event/exterminate.webp,https://sts2.untapped.gg/en/cards/exterminate,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
185-falling-star,falling_star,Falling Star,Deal 7 damage. Apply 1 Weak. Apply 1 Vulnerable.,Falling Star+,Deal 11 damage. Apply 1 Weak. Apply 1 Vulnerable.,Regent,Regent,Attack,0,Starter,/media/cards-webp/falling_star.webp,/media/card-portraits/regent/falling_star.webp,https://sts2.untapped.gg/en/cards/falling_star,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
186-fan-of-knives,fan_of_knives,Fan of Knives,Shivs now hit ALL enemies. Add 4 Shivs into your Hand.,Fan of Knives+,Shivs now hit ALL enemies. Add 5 Shivs into your Hand.,Silent,Silent,Power,2,Rare,/media/cards-webp/fan_of_knives.webp,/media/card-portraits/silent/fan_of_knives.webp,https://sts2.untapped.gg/en/cards/fan_of_knives,2,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
187-fasten,fasten,Fasten,Gain an additional 5 Block from Defend cards.,Fasten+,Gain an additional 7 Block from Defend cards.,Colorless,Colorless,Power,1,Uncommon,/media/cards-webp/fasten.webp,/media/card-portraits/colorless/fasten.webp,https://sts2.untapped.gg/en/cards/fasten,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
188-fear,fear,Fear,Ethereal. Deal 7 damage. Apply 1 Vulnerable.,Fear+,Ethereal. Deal 8 damage. Apply 2 Vulnerable.,Necrobinder,Necrobinder,Attack,1,Common,/media/cards-webp/fear.webp,/media/card-portraits/necrobinder/fear.webp,https://sts2.untapped.gg/en/cards/fear,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
189-feed,feed,Feed,"Deal 10 damage. If Fatal, raise your Max HP by 3. Exhaust.",Feed+,"Deal 12 damage. If Fatal, raise your Max HP by 4. Exhaust.",Ironclad,Ironclad,Attack,1,Rare,/media/cards-webp/feed.webp,/media/card-portraits/ironclad/feed.webp,https://sts2.untapped.gg/en/cards/feed,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
190-feeding-frenzy,feeding_frenzy,Feeding Frenzy,Gain 5 Strength this turn.,Feeding Frenzy+,Gain 7 Strength this turn.,Colorless,Event,Skill,0,Event,/media/cards-webp/feeding_frenzy.webp,/media/card-portraits/event/feeding_frenzy.webp,https://sts2.untapped.gg/en/cards/feeding_frenzy,0,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
191-feel-no-pain,feel_no_pain,Feel No Pain,"Whenever a card is Exhausted, gain 3 Block.",Feel No Pain+,"Whenever a card is Exhausted, gain 4 Block.",Ironclad,Ironclad,Power,1,Uncommon,/media/cards-webp/feel_no_pain.webp,/media/card-portraits/ironclad/feel_no_pain.webp,https://sts2.untapped.gg/en/cards/feel_no_pain,1,STS2 Wiki cards/data.json,https://sts2.wiki/cards/data.json,2026-05-17T08:49:48.916628+00:00
