name,color,type,rarity,cost,order,base_description,search_text,source,source_url,fetched_at_utc
Meteor Shower,regent,attack,ancient,0,102,Deal 14 damage to ALL enemies. / Apply 2 Weak and Vulnerable to ALL enemies.,meteor shower regent ancient attack deal 14 damage to all enemies. apply 2 weak and vulnerable to all enemies. deal 21 damage to all enemies. apply 2 weak and vulnerable to all enemies.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Neow's Fury,event,attack,ancient,1,103,Deal 10 damage. / Put 2 random cards from your Discard Pile into your Hand.,neow's fury event ancient attack deal 10 damage. put 2 random cards from your discard pile into your hand . deal 14 damage. put 2 random cards from your discard pile into your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Protector,necrobinder,attack,ancient,1,104,Osty deals 10 damage. / Deals additional damage equal to Osty's Max HP.,protector necrobinder ancient attack osty deals 10 damage. deals additional damage equal to osty's max hp . osty deals 15 damage. deals additional damage equal to osty's max hp .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Quadcast,defect,skill,ancient,1,105,Evoke your rightmost Orb 4 times.,quadcast defect ancient skill evoke your rightmost orb 4 times. evoke your rightmost orb 4 times.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Relax,event,skill,ancient,3,106,"Gain 15 Block. / Next turn, draw 2 cards and gain .","relax event ancient skill gain 15 block . next turn, draw 2 cards and gain . gain 17 block . next turn, draw 3 cards and gain .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Suppress,silent,attack,ancient,0,107,Deal 11 damage. / Apply 3 Weak.,suppress silent ancient attack deal 11 damage. apply 3 weak . deal 17 damage. apply 5 weak .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
The Sealed Throne,regent,power,ancient,1,108,"Whenever you play a card, gain .","the sealed throne regent ancient power whenever you play a card, gain . whenever you play a card, gain .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Whistle,event,attack,ancient,3,109,Deal 33 damage. / Stun the enemy.,whistle event ancient attack deal 33 damage. stun the enemy. deal 44 damage. stun the enemy.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Wish,event,skill,ancient,0,110,Put a card from your Draw Pile into your Hand.,wish event ancient skill put a card from your draw pile into your hand . put a card from your draw pile into your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Wraith Form,silent,power,ancient,3,111,"Gain 2 Intangible. / At the start of your turn, lose 1 Dexterity.","wraith form silent ancient power gain 2 intangible . at the start of your turn, lose 1 dexterity . gain 3 intangible . at the start of your turn, lose 1 dexterity .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Byrd Swoop,event,attack,event,0,112,Deal 14 damage.,byrd swoop event event attack deal 14 damage. deal 18 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Caltrops,event,power,event,1,113,"Whenever you are attacked, deal 3 damage back.","caltrops event event power whenever you are attacked, deal 3 damage back. whenever you are attacked, deal 5 damage back.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Clash,event,attack,event,0,114,Can only be played if every card in your Hand is an Attack. / Deal 14 damage.,clash event event attack can only be played if every card in your hand is an attack. deal 14 damage. can only be played if every card in your hand is an attack. deal 18 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Distraction,event,skill,event,1,115,Add a random Skill into your Hand. It's free to play this turn.,distraction event event skill add a random skill into your hand . it's free to play this turn. add a random skill into your hand . it's free to play this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Dual Wield,event,skill,event,1,116,Choose an Attack or Power card. Add a copy of that card into your Hand.,dual wield event event skill choose an attack or power card. add a copy of that card into your hand . choose an attack or power card. add a copy of that card into your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Enlightenment,event,skill,event,0,117,Reduce the cost of ALL cards in your Hand to 1 this turn.,enlightenment event event skill reduce the cost of all cards in your hand to 1 this turn. reduce the cost of all cards in your hand to 1 this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Entrench,event,skill,event,2,118,Double your Block.,entrench event event skill double your block . double your block .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Exterminate,event,attack,event,1,119,Deal 3 damage 4 times to ALL enemies.,exterminate event event attack deal 3 damage 4 times to all enemies. deal 4 damage 4 times to all enemies.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Feeding Frenzy,event,skill,event,0,120,Gain 5 Strength this turn.,feeding frenzy event event skill gain 5 strength this turn. gain 7 strength this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Hello World,event,power,event,1,121,"At the start of your turn, add a random Common card into your Hand.","hello world event event power at the start of your turn, add a random common card into your hand . at the start of your turn, add a random common card into your hand .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Metamorphosis,event,skill,event,2,122,Add 3 random Attacks into your Draw Pile. They're free to play this combat.,metamorphosis event event skill add 3 random attacks into your draw pile . they're free to play this combat. add 5 random attacks into your draw pile . they're free to play this combat.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Outmaneuver,event,skill,event,1,123,"Next turn, gain .","outmaneuver event event skill next turn, gain . next turn, gain .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Peck,event,attack,event,1,124,Deal 2 damage 3 times.,peck event event attack deal 2 damage 3 times. deal 2 damage 4 times.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Rebound,event,attack,event,1,125,Deal 9 damage. / Put the next card you play this turn on top of your Draw Pile.,rebound event event attack deal 9 damage. put the next card you play this turn on top of your draw pile . deal 12 damage. put the next card you play this turn on top of your draw pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Squash,event,attack,event,1,126,Deal 10 damage. / Apply 2 Vulnerable.,squash event event attack deal 10 damage. apply 2 vulnerable . deal 12 damage. apply 3 vulnerable .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Stack,event,skill,event,1,127,Gain Block equal to the number of cards in your Discard Pile.,stack event event skill gain block equal to the number of cards in your discard pile . gain block equal to the number of cards in your discard pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Toric Toughness,event,skill,event,2,128,Gain 5 Block. / Gain 5 Block at the start of the next 2 turns.,toric toughness event event skill gain 5 block . gain 5 block at the start of the next 2 turns. gain 7 block . gain 7 block at the start of the next 2 turns.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Fuel,token,skill,token,0,129,Gain . / Draw 1 card.,fuel token token skill gain . draw 1 card. gain . draw 2 cards.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Giant Rock,token,attack,token,1,130,Deal 16 damage.,giant rock token token attack deal 16 damage. deal 20 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Luminesce,token,skill,token,0,131,Gain .,luminesce token token skill gain . gain .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Minion Dive Bomb,token,attack,token,1,132,Deal 13 damage.,minion dive bomb token token attack deal 13 damage. deal 16 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Minion Sacrifice,token,skill,token,0,133,Gain 9 Block.,minion sacrifice token token skill gain 9 block . gain 12 block .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Minion Strike,token,attack,token,0,134,Deal 7 damage. / Draw 1 card.,minion strike token token attack deal 7 damage. draw 1 card. deal 10 damage. draw 1 card.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Shiv,token,attack,token,0,135,Deal 4 damage.,shiv token token attack deal 4 damage. deal 6 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Soul,token,skill,token,0,136,Draw 2 cards.,soul token token skill draw 2 cards. draw 3 cards.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Sovereign Blade,token,attack,token,2,137,Deal 10 damage { times}.,sovereign blade token token attack deal 10 damage { times}. deal 10 damage { times}.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Sweeping Gaze,token,attack,token,0,138,Osty deals 10 damage to a random enemy.,sweeping gaze token token attack osty deals 10 damage to a random enemy. osty deals 15 damage to a random enemy.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Beckon,status,status,status,1,139,"At the end of your turn, if this is in your Hand, / lose 6 HP.","beckon status status status at the end of your turn, if this is in your hand , lose 6 hp. at the end of your turn, if this is in your hand , lose 6 hp.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Burn,status,status,status,-1,140,"At the end of your turn, if this is in your Hand, take 2 damage.","burn status status status at the end of your turn, if this is in your hand , take 2 damage. at the end of your turn, if this is in your hand , take 2 damage.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Dazed,status,status,status,-1,141,Ethereal. Unplayable.,dazed status status status ethereal . unplayable . ethereal . unplayable .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Debris,status,status,status,1,142,Exhaust.,debris status status status exhaust . exhaust .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Disintegration,token,status,status,-1,143,"At the end of your turn, take 6 damage.","disintegration token status status at the end of your turn, take 6 damage. at the end of your turn, take 6 damage.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Frantic Escape,status,status,status,1,144,Get farther away. / Increase Sandpit by 1. / Increase the cost of this card by 1.,frantic escape status status status get farther away. increase sandpit by 1. increase the cost of this card by 1. get farther away. increase sandpit by 1. increase the cost of this card by 1.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Infection,status,status,status,-1,145,"At the end of your turn, if this is in your Hand, take 3 damage.","infection status status status at the end of your turn, if this is in your hand , take 3 damage. at the end of your turn, if this is in your hand , take 3 damage.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Mind Rot,token,status,status,-1,146,Draw 1 fewer card each turn.,mind rot token status status draw 1 fewer card each turn. draw 1 fewer card each turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Slimed,status,status,status,1,147,Draw 1 card.,slimed status status status draw 1 card. draw 1 card.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Sloth,token,status,status,-1,148,You cannot play more than 3 cards each turn.,sloth token status status you cannot play more than 3 cards each turn. you cannot play more than 3 cards each turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Soot,status,status,status,-1,149,Unplayable.,soot status status status unplayable . unplayable .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Toxic,status,status,status,1,150,"At the end of your turn, if this is in your Hand, take 5 damage.","toxic status status status at the end of your turn, if this is in your hand , take 5 damage. at the end of your turn, if this is in your hand , take 5 damage.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Void,status,status,status,-1,151,"Whenever you draw this card, lose .","void status status status whenever you draw this card, lose . whenever you draw this card, lose .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Waste Away,token,status,status,-1,152,Gain 1 less per turn.,waste away token status status gain 1 less per turn. gain 1 less per turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Wound,status,status,status,-1,153,Unplayable.,wound status status status unplayable . unplayable .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Ascender's Bane,curse,curse,curse,-1,154,Eternal. Unplayable. Ethereal.,ascender's bane curse curse curse eternal . unplayable . ethereal . eternal . unplayable . ethereal .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Bad Luck,curse,curse,curse,-1,155,"At the end of your turn, if this is in your Hand, lose 13 HP.","bad luck curse curse curse at the end of your turn, if this is in your hand, lose 13 hp. at the end of your turn, if this is in your hand, lose 13 hp.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Clumsy,curse,curse,curse,-1,156,Unplayable. Ethereal.,clumsy curse curse curse unplayable . ethereal . unplayable . ethereal .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Curse of the Bell,curse,curse,curse,-1,157,Eternal. Unplayable.,curse of the bell curse curse curse eternal . unplayable . eternal . unplayable .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Debt,curse,curse,curse,-1,158,"At the end of your turn, if this is in your Hand, lose 10 Gold.","debt curse curse curse at the end of your turn, if this is in your hand , lose 10 gold . at the end of your turn, if this is in your hand , lose 10 gold .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Decay,curse,curse,curse,-1,159,"At the end of your turn, if this is in your Hand, take 2 damage.","decay curse curse curse at the end of your turn, if this is in your hand , take 2 damage. at the end of your turn, if this is in your hand , take 2 damage.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Doubt,curse,curse,curse,-1,160,"At the end of your turn, if this is in your Hand, gain 1 Weak.","doubt curse curse curse at the end of your turn, if this is in your hand , gain 1 weak . at the end of your turn, if this is in your hand , gain 1 weak .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Enthralled,curse,curse,curse,2,161,"If this is in your Hand, it must be played before other cards.","enthralled curse curse curse if this is in your hand , it must be played before other cards. if this is in your hand , it must be played before other cards.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Folly,curse,curse,curse,-1,162,Unplayable. Eternal. Innate.,folly curse curse curse unplayable . eternal . innate . unplayable . eternal . innate .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Greed,curse,curse,curse,-1,163,Eternal. Unplayable.,greed curse curse curse eternal . unplayable . eternal . unplayable .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Guilty,curse,curse,curse,-1,164,Removed from your Deck after 5 combats.,guilty curse curse curse removed from your deck after 5 combats. removed from your deck after 5 combats.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Injury,curse,curse,curse,-1,165,Unplayable.,injury curse curse curse unplayable . unplayable .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Normality,curse,curse,curse,-1,166,You cannot play more than 3 cards this turn.,normality curse curse curse you cannot play more than 3 cards this turn. you cannot play more than 3 cards this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Poor Sleep,curse,curse,curse,-1,167,Unplayable. Retain.,poor sleep curse curse curse unplayable . retain . unplayable . retain .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Regret,curse,curse,curse,-1,168,"At the end of your turn, if this is in your Hand, lose 1 HP for each card in your Hand.","regret curse curse curse at the end of your turn, if this is in your hand , lose 1 hp for each card in your hand . at the end of your turn, if this is in your hand , lose 1 hp for each card in your hand .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Shame,curse,curse,curse,-1,169,"At the end of your turn, if this is in your Hand, gain 1 Frail.","shame curse curse curse at the end of your turn, if this is in your hand , gain 1 frail . at the end of your turn, if this is in your hand , gain 1 frail .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Spore Mind,curse,curse,curse,1,170,Exhaust.,spore mind curse curse curse exhaust . exhaust .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Writhe,curse,curse,curse,-1,171,Innate. Unplayable.,writhe curse curse curse innate . unplayable . innate . unplayable .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Byrdonis Egg,quest,quest,quest,-1,172,Can be hatched at a Rest Site.,byrdonis egg quest quest quest can be hatched at a rest site . can be hatched at a rest site .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Lantern Key,quest,quest,quest,-1,173,Unlocks a special event in the next Act.,lantern key quest quest quest unlocks a special event in the next act. unlocks a special event in the next act.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Spoils Map,quest,quest,quest,-1,174,Marks a site of 600 extra Gold in the next Act.,spoils map quest quest quest marks a site of 600 extra gold in the next act. marks a site of 600 extra gold in the next act.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Dagger Spray,silent,attack,common,1,175,Deal 4 damage to ALL enemies twice.,dagger spray silent common attack deal 4 damage to all enemies twice. deal 6 damage to all enemies twice.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Dagger Throw,silent,attack,common,1,176,Deal 9 damage. / Draw 1 card. / Discard 1 card.,dagger throw silent common attack deal 9 damage. draw 1 card. discard 1 card. deal 12 damage. draw 1 card. discard 1 card.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Deadly Poison,silent,skill,common,1,177,Apply 5 Poison.,deadly poison silent common skill apply 5 poison . apply 7 poison .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Defile,necrobinder,attack,common,1,178,Deal 13 damage.,defile necrobinder common attack deal 13 damage. deal 17 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Deflect,silent,skill,common,0,179,Gain 4 Block.,deflect silent common skill gain 4 block . gain 7 block .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Defy,necrobinder,skill,common,1,180,Gain 6 Block. / Apply 1 Weak.,defy necrobinder common skill gain 6 block . apply 1 weak . gain 7 block . apply 2 weak .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Dodge and Roll,silent,skill,common,1,181,"Gain 4 Block. / Next turn, gain 4 Block.","dodge and roll silent common skill gain 4 block . next turn, gain 4 block . gain 6 block . next turn, gain 6 block .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Drain Power,necrobinder,attack,common,1,182,Deal 10 damage. / Upgrade 2 random cards in your Discard Pile.,drain power necrobinder common attack deal 10 damage. upgrade 2 random cards in your discard pile . deal 12 damage. upgrade 3 random cards in your discard pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Fear,necrobinder,attack,common,1,183,Deal 7 damage. / Apply 1 Vulnerable.,fear necrobinder common attack deal 7 damage. apply 1 vulnerable . deal 8 damage. apply 2 vulnerable .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Flatten,necrobinder,attack,common,2,184,Osty deals 12 damage. / This card costs 0 if Osty has attacked this turn.,flatten necrobinder common attack osty deals 12 damage. this card costs 0 if osty has attacked this turn. osty deals 16 damage. this card costs 0 if osty has attacked this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Flick-Flack,silent,attack,common,1,185,Deal 7 damage to ALL enemies.,flick-flack silent common attack deal 7 damage to all enemies. deal 9 damage to all enemies.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Focused Strike,defect,attack,common,1,186,Deal 9 damage. / Gain 1 Focus this turn.,focused strike defect common attack deal 9 damage. gain 1 focus this turn. deal 11 damage. gain 2 focus this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Gather Light,regent,skill,common,1,187,Gain 7 Block. / Gain .,gather light regent common skill gain 7 block . gain . gain 10 block . gain .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Glitterstream,regent,skill,common,2,188,"Gain 11 Block. / Next turn, gain 4 Block.","glitterstream regent common skill gain 11 block . next turn, gain 4 block . gain 13 block . next turn, gain 6 block .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Glow,regent,skill,common,1,189,Gain . / Draw 2 cards.,glow regent common skill gain . draw 2 cards. gain . draw 2 cards.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Go for the Eyes,defect,attack,common,0,190,"Deal 3 damage. / If the enemy intends to attack, apply 1 Weak.","go for the eyes defect common attack deal 3 damage. if the enemy intends to attack, apply 1 weak . deal 4 damage. if the enemy intends to attack, apply 2 weak .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Grave Warden,necrobinder,skill,common,1,191,Gain 8 Block. / Add a Soul into your Draw Pile.,grave warden necrobinder common skill gain 8 block . add a soul into your draw pile . gain 10 block . add a soul into your draw pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Graveblast,necrobinder,attack,common,1,192,Deal 4 damage. / Put a card from your Discard Pile into your Hand.,graveblast necrobinder common attack deal 4 damage. put a card from your discard pile into your hand . deal 6 damage. put a card from your discard pile into your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Guiding Star,regent,attack,common,1,193,"Deal 12 damage. / Next turn, draw 2 cards.","guiding star regent common attack deal 12 damage. next turn, draw 2 cards. deal 13 damage. next turn, draw 3 cards.",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Gunk Up,defect,attack,common,1,194,Deal 4 damage 3 times. / Add a Slimed into your Discard Pile.,gunk up defect common attack deal 4 damage 3 times. add a slimed into your discard pile . deal 5 damage 3 times. add a slimed into your discard pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Havoc,ironclad,skill,common,1,195,Play the top card of your Draw Pile and Exhaust it.,havoc ironclad common skill play the top card of your draw pile and exhaust it. play the top card of your draw pile and exhaust it.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Headbutt,ironclad,attack,common,1,196,Deal 9 damage. / Put a card from your Discard Pile on top of your Draw Pile.,headbutt ironclad common attack deal 9 damage. put a card from your discard pile on top of your draw pile . deal 12 damage. put a card from your discard pile on top of your draw pile .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Hidden Cache,regent,skill,common,1,197,"Gain . / Next turn, gain .","hidden cache regent common skill gain . next turn, gain . gain . next turn, gain .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Hologram,defect,skill,common,1,198,Gain 3 Block. / Put a card from your Discard Pile into your Hand.,hologram defect common skill gain 3 block . put a card from your discard pile into your hand . gain 5 block . put a card from your discard pile into your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Hotfix,defect,skill,common,0,199,Gain 2 Focus this turn.,hotfix defect common skill gain 2 focus this turn. gain 3 focus this turn.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Invoke,necrobinder,skill,common,1,200,"Next turn, Summon 2 and gain .","invoke necrobinder common skill next turn, summon 2 and gain . next turn, summon 3 and gain .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Iron Wave,ironclad,attack,common,1,201,Gain 5 Block. / Deal 5 damage.,iron wave ironclad common attack gain 5 block . deal 5 damage. gain 7 block . deal 7 damage.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Know Thy Place,regent,skill,common,0,202,Apply 1 Weak. / Apply 1 Vulnerable.,know thy place regent common skill apply 1 weak . apply 1 vulnerable . apply 1 weak . apply 1 vulnerable .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Leading Strike,silent,attack,common,1,203,Deal 7 damage. / Add 1 Shiv into your Hand.,leading strike silent common attack deal 7 damage. add 1 shiv into your hand . deal 10 damage. add 1 shiv into your hand .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Leap,defect,skill,common,1,204,Gain 9 Block.,leap defect common skill gain 9 block . gain 12 block .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Lightning Rod,defect,skill,common,1,205,"Gain 4 Block. / At the start of the next 2 turns, Channel 1 Lightning.","lightning rod defect common skill gain 4 block . at the start of the next 2 turns, channel 1 lightning . gain 7 block . at the start of the next 2 turns, channel 1 lightning .",StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Molten Fist,ironclad,attack,common,1,206,Deal 10 damage. / Double the enemy's Vulnerable.,molten fist ironclad common attack deal 10 damage. double the enemy's vulnerable . deal 14 damage. double the enemy's vulnerable .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Momentum Strike,defect,attack,common,1,207,Deal 10 damage. / Reduce this card's cost to 0 .,momentum strike defect common attack deal 10 damage. reduce this card's cost to 0 . deal 13 damage. reduce this card's cost to 0 .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Negative Pulse,necrobinder,skill,common,1,208,Gain 5 Block. / Apply 7 Doom to ALL enemies.,negative pulse necrobinder common skill gain 5 block . apply 7 doom to all enemies. gain 6 block . apply 11 doom to all enemies.,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
Patter,regent,skill,common,1,209,Gain 8 Block. / Gain 2 Vigor.,patter regent common skill gain 8 block . gain 2 vigor . gain 10 block . gain 3 vigor .,StratGG cards page snapshot,https://www.stratgg.com/cards/,2026-05-17T08:49:48.916628+00:00
